Plot Title: Savoy-Discharge,,,
#,"Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10559467, SEN S/N: 10559467)","Temp, °F (LGR S/N: 10559467, SEN S/N: 10559467)"
842,05/15/23 03:06:43 PM,1236,67.28
843,05/15/23 03:06:44 PM,1241.6,67.28
844,05/15/23 03:06:45 PM,1244.9,67.28
845,05/15/23 03:06:46 PM,1250.9,67.28
846,05/15/23 03:06:47 PM,1256,67.28
847,05/15/23 03:06:48 PM,1260.8,67.24
848,05/15/23 03:06:49 PM,1269.2,67.28
849,05/15/23 03:06:50 PM,1276.5,67.28
850,05/15/23 03:06:51 PM,1281.9,67.28
851,05/15/23 03:06:52 PM,1288.1,67.28
852,05/15/23 03:06:53 PM,1294.5,67.28
853,05/15/23 03:06:54 PM,1296.8,67.28
854,05/15/23 03:06:55 PM,1303.1,67.28
855,05/15/23 03:06:56 PM,1307.6,67.24
856,05/15/23 03:06:57 PM,1309.4,67.28
857,05/15/23 03:06:58 PM,1312.8,67.28
858,05/15/23 03:06:59 PM,1314.6,67.28
859,05/15/23 03:07:00 PM,1316.7,67.28
860,05/15/23 03:07:01 PM,1316,67.28
861,05/15/23 03:07:02 PM,1316.7,67.28
862,05/15/23 03:07:03 PM,1314,67.28
863,05/15/23 03:07:04 PM,1311.7,67.28
864,05/15/23 03:07:05 PM,1313.9,67.28
865,05/15/23 03:07:06 PM,1311,67.24
866,05/15/23 03:07:07 PM,1307.3,67.24
867,05/15/23 03:07:08 PM,1302.1,67.24
868,05/15/23 03:07:09 PM,1305.8,67.24
869,05/15/23 03:07:10 PM,1309.8,67.24
870,05/15/23 03:07:11 PM,1309.8,67.24
871,05/15/23 03:07:12 PM,1309.4,67.24
872,05/15/23 03:07:13 PM,1308.4,67.24
873,05/15/23 03:07:14 PM,1306.7,67.24
874,05/15/23 03:07:15 PM,1306.2,67.28
875,05/15/23 03:07:16 PM,1302.3,67.24
876,05/15/23 03:07:17 PM,1300,67.24
877,05/15/23 03:07:18 PM,1296.1,67.28
878,05/15/23 03:07:19 PM,1289.5,67.24
879,05/15/23 03:07:20 PM,1286.2,67.24
880,05/15/23 03:07:21 PM,1284.9,67.24
881,05/15/23 03:07:22 PM,1281.4,67.24
882,05/15/23 03:07:23 PM,1276.7,67.24
883,05/15/23 03:07:24 PM,1273.4,67.28
884,05/15/23 03:07:25 PM,1277,67.28
885,05/15/23 03:07:26 PM,1269.7,67.24
886,05/15/23 03:07:27 PM,1265.9,67.28
887,05/15/23 03:07:28 PM,1261.9,67.24
888,05/15/23 03:07:29 PM,1254.1,67.28
889,05/15/23 03:07:30 PM,1254.9,67.24
890,05/15/23 03:07:31 PM,1252.5,67.28
891,05/15/23 03:07:32 PM,1247.5,67.24
892,05/15/23 03:07:33 PM,1240,67.28
893,05/15/23 03:07:34 PM,1233.1,67.24
894,05/15/23 03:07:35 PM,1227.1,67.24
895,05/15/23 03:07:36 PM,1218,67.24
896,05/15/23 03:07:37 PM,1215.7,67.24
897,05/15/23 03:07:38 PM,1216.4,67.24
898,05/15/23 03:07:39 PM,1213.4,67.24
899,05/15/23 03:07:40 PM,1202.7,67.24
900,05/15/23 03:07:41 PM,1200,67.24
901,05/15/23 03:07:42 PM,1197.2,67.24
902,05/15/23 03:07:43 PM,1188.5,67.28
903,05/15/23 03:07:44 PM,1183.8,67.24
904,05/15/23 03:07:45 PM,1175.4,67.24
905,05/15/23 03:07:46 PM,1171.8,67.24
906,05/15/23 03:07:47 PM,1172.2,67.28
907,05/15/23 03:07:48 PM,1167.3,67.28
908,05/15/23 03:07:49 PM,1153.7,67.24
909,05/15/23 03:07:50 PM,1145.9,67.24
910,05/15/23 03:07:51 PM,1142.8,67.24
911,05/15/23 03:07:52 PM,1133.7,67.24
912,05/15/23 03:07:53 PM,1129,67.24
913,05/15/23 03:07:54 PM,1124.9,67.24
914,05/15/23 03:07:55 PM,1120.8,67.24
915,05/15/23 03:07:56 PM,1117.8,67.24
916,05/15/23 03:07:57 PM,1111.7,67.28
917,05/15/23 03:07:58 PM,1109.2,67.24
918,05/15/23 03:07:59 PM,1106.4,67.28
919,05/15/23 03:08:00 PM,1104.2,67.28
920,05/15/23 03:08:01 PM,1099.3,67.24
921,05/15/23 03:08:02 PM,1098,67.28
922,05/15/23 03:08:03 PM,1092.6,67.28
923,05/15/23 03:08:04 PM,1081.6,67.28
924,05/15/23 03:08:05 PM,1073.5,67.28
925,05/15/23 03:08:06 PM,1069.3,67.24
926,05/15/23 03:08:07 PM,1064.8,67.28
927,05/15/23 03:08:08 PM,1062,67.24
928,05/15/23 03:08:09 PM,1050.2,67.24
929,05/15/23 03:08:10 PM,1045.8,67.24
930,05/15/23 03:08:11 PM,1040.9,67.24
931,05/15/23 03:08:12 PM,1032.7,67.24
932,05/15/23 03:08:13 PM,1028.5,67.24
933,05/15/23 03:08:14 PM,1022.7,67.28
934,05/15/23 03:08:15 PM,1015.5,67.24
935,05/15/23 03:08:16 PM,1012.2,67.24
936,05/15/23 03:08:17 PM,1004.5,67.28
937,05/15/23 03:08:18 PM,998.6,67.24
938,05/15/23 03:08:19 PM,992.9,67.24
939,05/15/23 03:08:20 PM,990.9,67.24
940,05/15/23 03:08:21 PM,982.2,67.24
941,05/15/23 03:08:22 PM,979.4,67.24
942,05/15/23 03:08:23 PM,972.5,67.24
943,05/15/23 03:08:24 PM,965.1,67.24
944,05/15/23 03:08:25 PM,962.8,67.24
945,05/15/23 03:08:26 PM,958.2,67.24
946,05/15/23 03:08:27 PM,955,67.24
947,05/15/23 03:08:28 PM,951,67.24
948,05/15/23 03:08:29 PM,945.5,67.24
949,05/15/23 03:08:30 PM,940.3,67.24
950,05/15/23 03:08:31 PM,935.2,67.24
951,05/15/23 03:08:32 PM,930.4,67.24
952,05/15/23 03:08:33 PM,925.9,67.24
953,05/15/23 03:08:34 PM,921.2,67.24
954,05/15/23 03:08:35 PM,912.1,67.24
955,05/15/23 03:08:36 PM,908.9,67.24
956,05/15/23 03:08:37 PM,904.3,67.24
957,05/15/23 03:08:38 PM,901.7,67.24
958,05/15/23 03:08:39 PM,899.8,67.24
959,05/15/23 03:08:40 PM,894.4,67.24
960,05/15/23 03:08:41 PM,888.3,67.24
961,05/15/23 03:08:42 PM,883.4,67.24
962,05/15/23 03:08:43 PM,879,67.28
963,05/15/23 03:08:44 PM,875.2,67.24
964,05/15/23 03:08:45 PM,866.8,67.24
965,05/15/23 03:08:46 PM,863.1,67.24
966,05/15/23 03:08:47 PM,858.7,67.24
967,05/15/23 03:08:48 PM,855.4,67.24
968,05/15/23 03:08:49 PM,850.9,67.24
969,05/15/23 03:08:50 PM,843.8,67.24
970,05/15/23 03:08:51 PM,839.7,67.24
971,05/15/23 03:08:52 PM,833.6,67.24
972,05/15/23 03:08:53 PM,829.3,67.24
973,05/15/23 03:08:54 PM,823.8,67.24
974,05/15/23 03:08:55 PM,821,67.24
975,05/15/23 03:08:56 PM,815.9,67.24
976,05/15/23 03:08:57 PM,811.7,67.24
977,05/15/23 03:08:58 PM,812.3,67.24
978,05/15/23 03:08:59 PM,807.5,67.24
979,05/15/23 03:09:00 PM,807,67.24
980,05/15/23 03:09:01 PM,804.8,67.24
981,05/15/23 03:09:02 PM,800.9,67.28
982,05/15/23 03:09:03 PM,792,67.28
983,05/15/23 03:09:04 PM,792.8,67.28
984,05/15/23 03:09:05 PM,791.4,67.28
985,05/15/23 03:09:06 PM,787.3,67.28
986,05/15/23 03:09:07 PM,785.7,67.28
987,05/15/23 03:09:08 PM,780.7,67.28
988,05/15/23 03:09:09 PM,781.5,67.28
989,05/15/23 03:09:10 PM,779.9,67.28
990,05/15/23 03:09:11 PM,777.1,67.24
991,05/15/23 03:09:12 PM,771.2,67.28
992,05/15/23 03:09:13 PM,768.2,67.24
993,05/15/23 03:09:14 PM,763.5,67.28
994,05/15/23 03:09:15 PM,758.3,67.28
995,05/15/23 03:09:16 PM,754.3,67.28
996,05/15/23 03:09:17 PM,750.7,67.24
997,05/15/23 03:09:18 PM,745.6,67.24
998,05/15/23 03:09:19 PM,741.1,67.24
999,05/15/23 03:09:20 PM,738.4,67.28
1000,05/15/23 03:09:21 PM,736.6,67.24
1001,05/15/23 03:09:22 PM,731.3,67.24
1002,05/15/23 03:09:23 PM,726.5,67.24
1003,05/15/23 03:09:24 PM,724.5,67.28
1004,05/15/23 03:09:25 PM,722.2,67.24
1005,05/15/23 03:09:26 PM,719.8,67.28
1006,05/15/23 03:09:27 PM,718.1,67.24
1007,05/15/23 03:09:28 PM,712.2,67.24
1008,05/15/23 03:09:29 PM,707.5,67.24
1009,05/15/23 03:09:30 PM,702.8,67.24
1010,05/15/23 03:09:31 PM,701.9,67.24
1011,05/15/23 03:09:32 PM,699.7,67.24
1012,05/15/23 03:09:33 PM,695.8,67.24
1013,05/15/23 03:09:34 PM,692.3,67.24
1014,05/15/23 03:09:35 PM,687.7,67.24
1015,05/15/23 03:09:36 PM,684.1,67.24
1016,05/15/23 03:09:37 PM,681.7,67.24
1017,05/15/23 03:09:38 PM,678.2,67.24
1018,05/15/23 03:09:39 PM,676,67.24
1019,05/15/23 03:09:40 PM,672.9,67.24
1020,05/15/23 03:09:41 PM,667.9,67.24
1021,05/15/23 03:09:42 PM,663.9,67.24
1022,05/15/23 03:09:43 PM,657.2,67.23
1023,05/15/23 03:09:44 PM,654.9,67.23
1024,05/15/23 03:09:45 PM,652.4,67.23
1025,05/15/23 03:09:46 PM,649.2,67.24
1026,05/15/23 03:09:47 PM,648.3,67.24
1027,05/15/23 03:09:48 PM,645,67.24
1028,05/15/23 03:09:49 PM,642.7,67.24
1029,05/15/23 03:09:50 PM,639.7,67.24
1030,05/15/23 03:09:51 PM,634.4,67.24
1031,05/15/23 03:09:52 PM,629.2,67.24
1032,05/15/23 03:09:53 PM,626.5,67.23
1033,05/15/23 03:09:54 PM,622.5,67.23
1034,05/15/23 03:09:55 PM,618.4,67.23
1035,05/15/23 03:09:56 PM,617.4,67.23
1036,05/15/23 03:09:57 PM,615.9,67.23
1037,05/15/23 03:09:58 PM,614,67.23
1038,05/15/23 03:09:59 PM,611.3,67.23
1039,05/15/23 03:10:00 PM,608.5,67.23
1040,05/15/23 03:10:01 PM,606,67.24
1041,05/15/23 03:10:02 PM,604.4,67.23
1042,05/15/23 03:10:03 PM,600.2,67.23
1043,05/15/23 03:10:04 PM,596.7,67.24
1044,05/15/23 03:10:05 PM,593.6,67.23
1045,05/15/23 03:10:06 PM,590.2,67.23
1046,05/15/23 03:10:07 PM,588.5,67.21
1047,05/15/23 03:10:08 PM,586.3,67.23
1048,05/15/23 03:10:09 PM,584.1,67.23
1049,05/15/23 03:10:10 PM,581.9,67.23
1050,05/15/23 03:10:11 PM,579.5,67.24
1051,05/15/23 03:10:12 PM,577.5,67.24
1052,05/15/23 03:10:13 PM,574.5,67.23
1053,05/15/23 03:10:14 PM,572.4,67.24
1054,05/15/23 03:10:15 PM,569.4,67.23
1055,05/15/23 03:10:16 PM,565.7,67.23
1056,05/15/23 03:10:17 PM,563.6,67.23
1057,05/15/23 03:10:18 PM,560,67.23
1058,05/15/23 03:10:19 PM,558.4,67.23
1059,05/15/23 03:10:20 PM,556.5,67.23
1060,05/15/23 03:10:21 PM,555.1,67.23
1061,05/15/23 03:10:22 PM,552.4,67.23
1062,05/15/23 03:10:23 PM,548.8,67.23
1063,05/15/23 03:10:24 PM,545.7,67.23
1064,05/15/23 03:10:25 PM,544.3,67.23
1065,05/15/23 03:10:26 PM,541.3,67.23
1066,05/15/23 03:10:27 PM,537.1,67.23
1067,05/15/23 03:10:28 PM,536.7,67.23
1068,05/15/23 03:10:29 PM,532.9,67.23
1069,05/15/23 03:10:30 PM,532.2,67.23
1070,05/15/23 03:10:31 PM,530.1,67.23
1071,05/15/23 03:10:32 PM,527.4,67.23
1072,05/15/23 03:10:33 PM,527.4,67.21
1073,05/15/23 03:10:34 PM,525.2,67.23
1074,05/15/23 03:10:35 PM,522.9,67.23
1075,05/15/23 03:10:36 PM,520.7,67.21
1076,05/15/23 03:10:37 PM,518.8,67.23
1077,05/15/23 03:10:38 PM,516.8,67.23
1078,05/15/23 03:10:39 PM,515.3,67.23
1079,05/15/23 03:10:40 PM,512.9,67.23
1080,05/15/23 03:10:41 PM,511,67.23
1081,05/15/23 03:10:42 PM,510.1,67.23
1082,05/15/23 03:10:43 PM,508.4,67.21
1083,05/15/23 03:10:44 PM,506.5,67.23
1084,05/15/23 03:10:45 PM,504.9,67.21
1085,05/15/23 03:10:46 PM,503.5,67.21
1086,05/15/23 03:10:47 PM,503,67.23
1087,05/15/23 03:10:48 PM,499.9,67.23
1088,05/15/23 03:10:49 PM,496.2,67.23
1089,05/15/23 03:10:50 PM,494.7,67.23
1090,05/15/23 03:10:51 PM,492.9,67.23
1091,05/15/23 03:10:52 PM,491,67.23
1092,05/15/23 03:10:53 PM,489.1,67.21
1093,05/15/23 03:10:54 PM,487.5,67.23
1094,05/15/23 03:10:55 PM,486,67.23
1095,05/15/23 03:10:56 PM,484.1,67.21
1096,05/15/23 03:10:57 PM,483,67.21
1097,05/15/23 03:10:58 PM,481.1,67.23
1098,05/15/23 03:10:59 PM,479.6,67.21
1099,05/15/23 03:11:00 PM,477,67.23
1100,05/15/23 03:11:01 PM,475.6,67.23
1101,05/15/23 03:11:02 PM,472.8,67.23
1102,05/15/23 03:11:03 PM,471.8,67.23
1103,05/15/23 03:11:04 PM,470.9,67.21
1104,05/15/23 03:11:05 PM,469.5,67.21
1105,05/15/23 03:11:06 PM,468.1,67.23
1106,05/15/23 03:11:07 PM,466.5,67.23
1107,05/15/23 03:11:08 PM,465,67.23
1108,05/15/23 03:11:09 PM,463.9,67.23
1109,05/15/23 03:11:10 PM,462.5,67.21
1110,05/15/23 03:11:11 PM,460.9,67.23
1111,05/15/23 03:11:12 PM,457,67.23
1112,05/15/23 03:11:13 PM,455.2,67.23
1113,05/15/23 03:11:14 PM,454.3,67.21
1114,05/15/23 03:11:15 PM,453.3,67.21
1115,05/15/23 03:11:16 PM,452,67.21
1116,05/15/23 03:11:17 PM,449.9,67.21
1117,05/15/23 03:11:18 PM,449.4,67.21
1118,05/15/23 03:11:19 PM,447.9,67.23
1119,05/15/23 03:11:20 PM,446.8,67.23
1120,05/15/23 03:11:21 PM,443,67.23
1121,05/15/23 03:11:22 PM,441.3,67.21
1122,05/15/23 03:11:23 PM,440.1,67.21
1123,05/15/23 03:11:24 PM,439.1,67.21
1124,05/15/23 03:11:25 PM,438.6,67.23
1125,05/15/23 03:11:26 PM,437.4,67.21
1126,05/15/23 03:11:27 PM,436.9,67.21
1127,05/15/23 03:11:28 PM,436.5,67.21
1128,05/15/23 03:11:29 PM,434.6,67.21
1129,05/15/23 03:11:30 PM,432.6,67.21
1130,05/15/23 03:11:31 PM,430.7,67.21
1131,05/15/23 03:11:32 PM,429.5,67.21
1132,05/15/23 03:11:33 PM,428.8,67.21
1133,05/15/23 03:11:34 PM,427,67.21
1134,05/15/23 03:11:35 PM,426,67.23
1135,05/15/23 03:11:36 PM,424,67.21
1136,05/15/23 03:11:37 PM,422.6,67.21
1137,05/15/23 03:11:38 PM,422.3,67.21
1138,05/15/23 03:11:39 PM,420.9,67.21
1139,05/15/23 03:11:40 PM,420.3,67.21
1140,05/15/23 03:11:41 PM,419.7,67.21
1141,05/15/23 03:11:42 PM,418.2,67.21
1142,05/15/23 03:11:43 PM,415.7,67.21
1143,05/15/23 03:11:44 PM,414.5,67.21
1144,05/15/23 03:11:45 PM,413.7,67.21
1145,05/15/23 03:11:46 PM,413.7,67.21
1146,05/15/23 03:11:47 PM,413.6,67.21
1147,05/15/23 03:11:48 PM,413.3,67.23
1148,05/15/23 03:11:49 PM,412.1,67.21
1149,05/15/23 03:11:50 PM,411.3,67.21
1150,05/15/23 03:11:51 PM,410.8,67.21
1151,05/15/23 03:11:52 PM,409.9,67.21
1152,05/15/23 03:11:53 PM,408.9,67.23
1153,05/15/23 03:11:54 PM,408.3,67.23
1154,05/15/23 03:11:55 PM,407.1,67.23
1155,05/15/23 03:11:56 PM,406.1,67.21
1156,05/15/23 03:11:57 PM,405.1,67.21
1157,05/15/23 03:11:58 PM,404.7,67.23
1158,05/15/23 03:11:59 PM,403.5,67.23
1159,05/15/23 03:12:00 PM,402.5,67.21
1160,05/15/23 03:12:01 PM,401.9,67.21
1161,05/15/23 03:12:02 PM,400.8,67.21
1162,05/15/23 03:12:03 PM,400,67.23
1163,05/15/23 03:12:04 PM,398.6,67.21
1164,05/15/23 03:12:05 PM,398.7,67.23
1165,05/15/23 03:12:06 PM,397.3,67.23
1166,05/15/23 03:12:07 PM,396.1,67.21
1167,05/15/23 03:12:08 PM,394.7,67.21
1168,05/15/23 03:12:09 PM,392.9,67.21
1169,05/15/23 03:12:10 PM,391.6,67.21
1170,05/15/23 03:12:11 PM,390.7,67.21
1171,05/15/23 03:12:12 PM,388.4,67.21
1172,05/15/23 03:12:13 PM,387.7,67.21
1173,05/15/23 03:12:14 PM,388.1,67.21
1174,05/15/23 03:12:15 PM,387.9,67.21
1175,05/15/23 03:12:16 PM,387.1,67.21
1176,05/15/23 03:12:17 PM,385.8,67.21
1177,05/15/23 03:12:18 PM,383.2,67.21
1178,05/15/23 03:12:19 PM,381.6,67.21
1179,05/15/23 03:12:20 PM,380.2,67.21
1180,05/15/23 03:12:21 PM,378.5,67.21
1181,05/15/23 03:12:22 PM,378.7,67.21
1182,05/15/23 03:12:23 PM,377.4,67.21
1183,05/15/23 03:12:24 PM,375.7,67.21
1184,05/15/23 03:12:25 PM,377,67.21
1185,05/15/23 03:12:26 PM,377.8,67.21
1186,05/15/23 03:12:27 PM,377.9,67.21
1187,05/15/23 03:12:28 PM,377.9,67.21
1188,05/15/23 03:12:29 PM,377.4,67.23
1189,05/15/23 03:12:30 PM,376.6,67.21
1190,05/15/23 03:12:31 PM,376.5,67.21
1191,05/15/23 03:12:32 PM,376.4,67.21
1192,05/15/23 03:12:33 PM,375.5,67.21
1193,05/15/23 03:12:34 PM,374.3,67.23
1194,05/15/23 03:12:35 PM,373.7,67.21
1195,05/15/23 03:12:36 PM,372.2,67.23
1196,05/15/23 03:12:37 PM,372.1,67.21
1197,05/15/23 03:12:38 PM,371.8,67.21
1198,05/15/23 03:12:39 PM,370.8,67.19
1199,05/15/23 03:12:40 PM,370.6,67.21
1200,05/15/23 03:12:41 PM,369.8,67.21
1201,05/15/23 03:12:42 PM,369.1,67.21
1202,05/15/23 03:12:43 PM,368.4,67.21
1203,05/15/23 03:12:44 PM,367.6,67.21
1204,05/15/23 03:12:45 PM,367,67.21
1205,05/15/23 03:12:46 PM,366.5,67.21
1206,05/15/23 03:12:47 PM,365.7,67.21
1207,05/15/23 03:12:48 PM,365.9,67.21
1208,05/15/23 03:12:49 PM,365,67.21
1209,05/15/23 03:12:50 PM,364.2,67.21
1210,05/15/23 03:12:51 PM,364.1,67.21
1211,05/15/23 03:12:52 PM,363.2,67.21
1212,05/15/23 03:12:53 PM,362.5,67.21
1213,05/15/23 03:12:54 PM,361.8,67.21
1214,05/15/23 03:12:55 PM,361.3,67.21
1215,05/15/23 03:12:56 PM,359.8,67.21
1216,05/15/23 03:12:57 PM,359.5,67.21
1217,05/15/23 03:12:58 PM,358.5,67.21
1218,05/15/23 03:12:59 PM,358,67.21
1219,05/15/23 03:13:00 PM,357.7,67.21
1220,05/15/23 03:13:01 PM,356.7,67.21
1221,05/15/23 03:13:02 PM,356.5,67.21
1222,05/15/23 03:13:03 PM,356.4,67.21
1223,05/15/23 03:13:04 PM,356.2,67.21
1224,05/15/23 03:13:05 PM,356,67.21
1225,05/15/23 03:13:06 PM,355.8,67.21
1226,05/15/23 03:13:07 PM,354.9,67.21
1227,05/15/23 03:13:08 PM,353.9,67.21
1228,05/15/23 03:13:09 PM,353.3,67.21
1229,05/15/23 03:13:10 PM,352.9,67.21
1230,05/15/23 03:13:11 PM,352.5,67.21
1231,05/15/23 03:13:12 PM,351.8,67.21
1232,05/15/23 03:13:13 PM,350.9,67.21
1233,05/15/23 03:13:14 PM,350.5,67.21
1234,05/15/23 03:13:15 PM,349.8,67.21
1235,05/15/23 03:13:16 PM,348.7,67.21
1236,05/15/23 03:13:17 PM,347.9,67.21
1237,05/15/23 03:13:18 PM,347.1,67.21
1238,05/15/23 03:13:19 PM,345.9,67.21
1239,05/15/23 03:13:20 PM,345.9,67.21
1240,05/15/23 03:13:21 PM,344.8,67.23
1241,05/15/23 03:13:22 PM,345.3,67.21
1242,05/15/23 03:13:23 PM,346,67.23
1243,05/15/23 03:13:24 PM,346,67.23
1244,05/15/23 03:13:25 PM,345.2,67.23
1245,05/15/23 03:13:26 PM,344.9,67.23
1246,05/15/23 03:13:27 PM,344.5,67.23
1247,05/15/23 03:13:28 PM,343.9,67.23
1248,05/15/23 03:13:29 PM,343.4,67.23
1249,05/15/23 03:13:30 PM,343.2,67.23
1250,05/15/23 03:13:31 PM,342.5,67.23
1251,05/15/23 03:13:32 PM,341.7,67.23
1252,05/15/23 03:13:33 PM,340.3,67.23
1253,05/15/23 03:13:34 PM,339.2,67.23
1254,05/15/23 03:13:35 PM,338.1,67.23
1255,05/15/23 03:13:36 PM,339.2,67.23
1256,05/15/23 03:13:37 PM,340,67.23
1257,05/15/23 03:13:38 PM,339.5,67.21
1258,05/15/23 03:13:39 PM,339,67.23
1259,05/15/23 03:13:40 PM,339.1,67.23
1260,05/15/23 03:13:41 PM,338.6,67.23
1261,05/15/23 03:13:42 PM,337.9,67.23
1262,05/15/23 03:13:43 PM,337.3,67.21
1263,05/15/23 03:13:44 PM,336.7,67.23
1264,05/15/23 03:13:45 PM,335.6,67.23
1265,05/15/23 03:13:46 PM,336.2,67.23
1266,05/15/23 03:13:47 PM,335.8,67.23
1267,05/15/23 03:13:48 PM,335.4,67.23
1268,05/15/23 03:13:49 PM,334.8,67.23
1269,05/15/23 03:13:50 PM,334.3,67.23
1270,05/15/23 03:13:51 PM,334.2,67.21
1271,05/15/23 03:13:52 PM,333.8,67.23
1272,05/15/23 03:13:53 PM,333.2,67.23
1273,05/15/23 03:13:54 PM,332.8,67.21
1274,05/15/23 03:13:55 PM,332.5,67.21
1275,05/15/23 03:13:56 PM,332.4,67.21
1276,05/15/23 03:13:57 PM,332.1,67.23
1277,05/15/23 03:13:58 PM,331.7,67.21
1278,05/15/23 03:13:59 PM,331.2,67.23
1279,05/15/23 03:14:00 PM,329.7,67.23
1280,05/15/23 03:14:01 PM,329.4,67.23
1281,05/15/23 03:14:02 PM,329.4,67.23
1282,05/15/23 03:14:03 PM,329.7,67.23
1283,05/15/23 03:14:04 PM,329.3,67.23
1284,05/15/23 03:14:05 PM,328.8,67.23
1285,05/15/23 03:14:06 PM,328.6,67.23
1286,05/15/23 03:14:07 PM,328.5,67.23
1287,05/15/23 03:14:08 PM,327.4,67.23
1288,05/15/23 03:14:09 PM,326.8,67.21
1289,05/15/23 03:14:10 PM,326.2,67.23
1290,05/15/23 03:14:11 PM,325.8,67.23
1291,05/15/23 03:14:12 PM,326,67.21
1292,05/15/23 03:14:13 PM,325.9,67.23
1293,05/15/23 03:14:14 PM,325.6,67.23
1294,05/15/23 03:14:15 PM,325.3,67.23
1295,05/15/23 03:14:16 PM,324.9,67.21
1296,05/15/23 03:14:17 PM,324.5,67.23
1297,05/15/23 03:14:18 PM,323.3,67.23
1298,05/15/23 03:14:19 PM,322.8,67.23
1299,05/15/23 03:14:20 PM,322.5,67.23
1300,05/15/23 03:14:21 PM,322.1,67.23
1301,05/15/23 03:14:22 PM,321.6,67.23
1302,05/15/23 03:14:23 PM,321.5,67.23
1303,05/15/23 03:14:24 PM,321.3,67.23
1304,05/15/23 03:14:25 PM,321,67.23
1305,05/15/23 03:14:26 PM,320.4,67.23
1306,05/15/23 03:14:27 PM,320.2,67.23
1307,05/15/23 03:14:28 PM,319.1,67.23
1308,05/15/23 03:14:29 PM,318.8,67.23
1309,05/15/23 03:14:30 PM,318.1,67.23
1310,05/15/23 03:14:31 PM,317.5,67.23
1311,05/15/23 03:14:32 PM,317.7,67.23
1312,05/15/23 03:14:33 PM,317.4,67.23
1313,05/15/23 03:14:34 PM,317.2,67.23
1314,05/15/23 03:14:35 PM,317,67.23
1315,05/15/23 03:14:36 PM,316.6,67.24
1316,05/15/23 03:14:37 PM,316.2,67.23
1317,05/15/23 03:14:38 PM,315.9,67.24
1318,05/15/23 03:14:39 PM,315.5,67.23
1319,05/15/23 03:14:40 PM,315.2,67.23
1320,05/15/23 03:14:41 PM,314.6,67.23
1321,05/15/23 03:14:42 PM,314.4,67.23
1322,05/15/23 03:14:43 PM,314.2,67.23
1323,05/15/23 03:14:44 PM,314,67.23
1324,05/15/23 03:14:45 PM,313.6,67.23
1325,05/15/23 03:14:46 PM,313,67.23
1326,05/15/23 03:14:47 PM,313,67.23
1327,05/15/23 03:14:48 PM,312.9,67.23
1328,05/15/23 03:14:49 PM,312.6,67.23
1329,05/15/23 03:14:50 PM,311.9,67.23
1330,05/15/23 03:14:51 PM,311.9,67.23
1331,05/15/23 03:14:52 PM,311.6,67.23
1332,05/15/23 03:14:53 PM,311.3,67.23
1333,05/15/23 03:14:54 PM,311.1,67.23
1334,05/15/23 03:14:55 PM,310.9,67.23
1335,05/15/23 03:14:56 PM,310.7,67.23
1336,05/15/23 03:14:57 PM,310.2,67.24
1337,05/15/23 03:14:58 PM,310.2,67.24
1338,05/15/23 03:14:59 PM,310.1,67.24
1339,05/15/23 03:15:00 PM,309.9,67.23
1340,05/15/23 03:15:01 PM,309.2,67.23
1341,05/15/23 03:15:02 PM,309.3,67.24
1342,05/15/23 03:15:03 PM,309,67.24
1343,05/15/23 03:15:04 PM,308.7,67.24
1344,05/15/23 03:15:05 PM,308.2,67.24
1345,05/15/23 03:15:06 PM,308.2,67.24
1346,05/15/23 03:15:07 PM,307.9,67.24
1347,05/15/23 03:15:08 PM,307.6,67.24
1348,05/15/23 03:15:09 PM,307.7,67.23
1349,05/15/23 03:15:10 PM,307.4,67.24
1350,05/15/23 03:15:11 PM,307.4,67.24
1351,05/15/23 03:15:12 PM,306.6,67.24
1352,05/15/23 03:15:13 PM,306.2,67.24
1353,05/15/23 03:15:14 PM,305.8,67.24
1354,05/15/23 03:15:15 PM,304.6,67.24
1355,05/15/23 03:15:16 PM,305.6,67.24
1356,05/15/23 03:15:17 PM,305.7,67.24
1357,05/15/23 03:15:18 PM,305.8,67.24
1358,05/15/23 03:15:19 PM,305.7,67.24
1359,05/15/23 03:15:20 PM,305.7,67.24
1360,05/15/23 03:15:21 PM,305.6,67.24
1361,05/15/23 03:15:22 PM,305.5,67.24
1362,05/15/23 03:15:23 PM,305.2,67.24
1363,05/15/23 03:15:24 PM,305,67.24
1364,05/15/23 03:15:25 PM,305.2,67.24
1365,05/15/23 03:15:26 PM,304.9,67.24
1366,05/15/23 03:15:27 PM,304.8,67.24
1367,05/15/23 03:15:28 PM,304.8,67.24
1368,05/15/23 03:15:29 PM,304.5,67.24
1369,05/15/23 03:15:30 PM,304.1,67.24
1370,05/15/23 03:15:31 PM,303.8,67.24
1371,05/15/23 03:15:32 PM,303.5,67.24
1372,05/15/23 03:15:33 PM,303.7,67.24
1373,05/15/23 03:15:34 PM,303.5,67.24
1374,05/15/23 03:15:35 PM,303.4,67.24
1375,05/15/23 03:15:36 PM,303.3,67.24
1376,05/15/23 03:15:37 PM,303.1,67.24
1377,05/15/23 03:15:38 PM,303.1,67.24
1378,05/15/23 03:15:39 PM,303,67.24
1379,05/15/23 03:15:40 PM,302.8,67.24
1380,05/15/23 03:15:41 PM,302.5,67.24
1381,05/15/23 03:15:42 PM,302.4,67.28
1382,05/15/23 03:15:43 PM,302.2,67.28
