"Plot Title: Savoy-Discharge"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10559467, SEN S/N: 10559467)","Temp, °C (LGR S/N: 10559467, SEN S/N: 10559467)","Coupler Detached (LGR S/N: 10559467)","Coupler Attached (LGR S/N: 10559467)","End Of File (LGR S/N: 10559467)"
1,05/11/23 01:32:30 PM,229.17,21.62,,,
2,05/11/23 01:32:31 PM,229.24,21.64,,,
3,05/11/23 01:32:32 PM,229.17,21.64,,,
4,05/11/23 01:32:33 PM,229.17,21.65,,,
5,05/11/23 01:32:34 PM,229.24,21.65,,,
6,05/11/23 01:32:35 PM,229.17,21.65,,,
7,05/11/23 01:32:36 PM,229.09,21.65,,,
8,05/11/23 01:32:37 PM,228.85,21.71,,,
9,05/11/23 01:32:38 PM,228.92,21.73,,,
10,05/11/23 01:32:39 PM,228.85,21.69,,,
11,05/11/23 01:32:40 PM,228.70,21.69,,,
12,05/11/23 01:32:41 PM,228.70,21.68,,,
13,05/11/23 01:32:42 PM,228.63,21.68,,,
14,05/11/23 01:32:43 PM,228.55,21.69,,,
15,05/11/23 01:32:44 PM,228.55,21.69,,,
16,05/11/23 01:32:45 PM,228.47,21.69,,,
17,05/11/23 01:32:46 PM,228.40,21.69,,,
18,05/11/23 01:32:47 PM,228.40,21.69,,,
19,05/11/23 01:32:48 PM,228.32,21.70,,,
20,05/11/23 01:32:49 PM,227.79,21.70,Logged,,
21,05/11/23 01:32:50 PM,228.32,21.71,,,
22,05/11/23 01:32:51 PM,228.77,21.71,,,
23,05/11/23 01:32:52 PM,228.47,21.71,,,
24,05/11/23 01:32:53 PM,228.39,21.73,,,
25,05/11/23 01:32:54 PM,228.39,21.74,,,
26,05/11/23 01:32:55 PM,228.31,21.75,,,
27,05/11/23 01:32:56 PM,228.31,21.75,,,
28,05/11/23 01:32:57 PM,227.93,21.73,,,
29,05/11/23 01:32:58 PM,227.57,21.69,,,
30,05/11/23 01:32:59 PM,228.85,21.70,,,
31,05/11/23 01:33:00 PM,229.60,21.73,,,
32,05/11/23 01:33:01 PM,230.21,21.74,,,
33,05/11/23 01:33:02 PM,230.58,21.74,,,
34,05/11/23 01:33:03 PM,231.19,21.75,,,
35,05/11/23 01:33:04 PM,231.34,21.75,,,
36,05/11/23 01:33:05 PM,231.41,21.77,,,
37,05/11/23 01:33:06 PM,231.57,21.75,,,
38,05/11/23 01:33:07 PM,231.49,21.75,,,
39,05/11/23 01:33:08 PM,231.57,21.75,,,
40,05/11/23 01:33:09 PM,230.66,21.75,,,
41,05/11/23 01:33:10 PM,231.26,21.78,,,
42,05/11/23 01:33:11 PM,231.40,21.80,,,
43,05/11/23 01:33:12 PM,231.48,21.80,,,
44,05/11/23 01:33:13 PM,231.55,21.82,,,
45,05/11/23 01:33:14 PM,231.55,21.83,,,
46,05/11/23 01:33:15 PM,231.62,21.84,,,
47,05/11/23 01:33:16 PM,231.62,21.84,,,
48,05/11/23 01:33:17 PM,231.69,21.85,,,
49,05/11/23 01:33:18 PM,231.62,21.85,,,
50,05/11/23 01:33:19 PM,231.61,21.87,,,
51,05/11/23 01:33:20 PM,231.54,21.87,,,
52,05/11/23 01:33:21 PM,231.46,21.88,,,
53,05/11/23 01:33:22 PM,231.54,21.88,,,
54,05/11/23 01:33:23 PM,231.46,21.88,,,
55,05/11/23 01:33:24 PM,230.93,21.88,,,
56,05/11/23 01:33:25 PM,231.15,21.92,,,
57,05/11/23 01:33:26 PM,231.44,21.96,,,
58,05/11/23 01:33:27 PM,231.67,21.96,,,
59,05/11/23 01:33:28 PM,231.89,21.97,,,
60,05/11/23 01:33:29 PM,231.97,21.97,,,
61,05/11/23 01:33:30 PM,232.04,21.97,,,
62,05/11/23 01:33:31 PM,231.82,21.94,,,
63,05/11/23 01:33:32 PM,231.67,21.94,,,
64,05/11/23 01:33:33 PM,231.52,21.93,,,
65,05/11/23 01:33:34 PM,231.60,21.93,,,
66,05/11/23 01:33:35 PM,231.60,21.94,,,
67,05/11/23 01:33:36 PM,231.67,21.94,,,
68,05/11/23 01:33:37 PM,231.59,21.96,,,
69,05/11/23 01:33:38 PM,231.44,21.96,,,
70,05/11/23 01:33:39 PM,229.55,21.94,,,
71,05/11/23 01:33:40 PM,27.75,22.18,,,
72,05/11/23 01:33:41 PM,28.76,22.12,,,
73,05/11/23 01:33:42 PM,133.03,22.34,,,
74,05/11/23 01:33:43 PM,21.61,22.89,,,
75,05/11/23 01:33:44 PM,112.12,23.04,,,
76,05/11/23 01:33:45 PM,215.17,22.96,,,
77,05/11/23 01:33:46 PM,64.13,22.84,,,
78,05/11/23 01:33:47 PM,62.98,22.71,,,
79,05/11/23 01:33:48 PM,62.84,22.61,,,
80,05/11/23 01:33:49 PM,62.84,22.52,,,
81,05/11/23 01:33:50 PM,62.99,22.43,,,
82,05/11/23 01:33:51 PM,63.14,22.38,,,
83,05/11/23 01:33:52 PM,63.51,22.38,,,
84,05/11/23 01:33:53 PM,63.51,22.36,,,
85,05/11/23 01:33:54 PM,63.66,22.27,,,
86,05/11/23 01:33:55 PM,63.95,22.27,,,
87,05/11/23 01:33:56 PM,64.10,22.28,,,
88,05/11/23 01:33:57 PM,64.24,22.29,,,
89,05/11/23 01:33:58 PM,64.68,22.32,,,
90,05/11/23 01:33:59 PM,6.04,23.09,,,
91,05/11/23 01:34:00 PM,53.77,23.74,,,
92,05/11/23 01:34:01 PM,173.23,24.32,,,
93,05/11/23 01:34:02 PM,263.02,24.33,,,
94,05/11/23 01:34:03 PM,302.81,24.41,,,
95,05/11/23 01:34:04 PM,364.65,24.60,,,
96,05/11/23 01:34:05 PM,186.86,24.56,,,
97,05/11/23 01:34:06 PM,55.70,24.18,,,
98,05/11/23 01:34:07 PM,12.84,23.65,,,
99,05/11/23 01:34:08 PM,50.29,23.84,,,
100,05/11/23 01:34:09 PM,111.46,24.22,,,
101,05/11/23 01:34:10 PM,133.71,24.34,,,
102,05/11/23 01:34:11 PM,40.51,24.15,,,
103,05/11/23 01:34:12 PM,22.30,24.00,,,
104,05/11/23 01:34:13 PM,170.43,24.13,,,
105,05/11/23 01:34:14 PM,97.86,24.41,,,
106,05/11/23 01:34:15 PM,98.84,24.16,,,
107,05/11/23 01:34:16 PM,99.44,24.05,,,
108,05/11/23 01:34:17 PM,4.32,23.55,,,
109,05/11/23 01:34:18 PM,6.53,23.61,,,
110,05/11/23 01:34:19 PM,6.96,23.57,,,
111,05/11/23 01:34:20 PM,6.03,23.59,,,
112,05/11/23 01:34:21 PM,9.47,23.59,,,
113,05/11/23 01:34:22 PM,16.57,23.65,,,
114,05/11/23 01:34:23 PM,26.69,23.88,,,
115,05/11/23 01:34:24 PM,106.98,24.20,,,
116,05/11/23 01:34:25 PM,212.31,24.60,,,
117,05/11/23 01:34:26 PM,256.74,24.79,,,
118,05/11/23 01:34:27 PM,27.46,24.55,,,
119,05/11/23 01:34:28 PM,26.82,24.25,,,
120,05/11/23 01:34:29 PM,26.11,24.10,,,
121,05/11/23 01:34:30 PM,26.69,24.01,,,
122,05/11/23 01:34:31 PM,38.87,23.74,,,
123,05/11/23 01:34:32 PM,45.37,23.78,,,
124,05/11/23 01:34:33 PM,43.71,23.82,,,
125,05/11/23 01:34:34 PM,42.34,23.79,,,
126,05/11/23 01:34:35 PM,38.73,23.78,,,
127,05/11/23 01:34:36 PM,40.39,23.74,,,
128,05/11/23 01:34:37 PM,37.72,23.73,,,
129,05/11/23 01:34:38 PM,31.88,23.56,,,
130,05/11/23 01:34:39 PM,14.56,23.52,,,
131,05/11/23 01:34:40 PM,12.48,23.52,,,
132,05/11/23 01:34:41 PM,12.48,23.52,,,
133,05/11/23 01:34:42 PM,12.26,23.52,,,
134,05/11/23 01:34:43 PM,12.26,23.51,,,
135,05/11/23 01:34:44 PM,12.26,23.51,,,
136,05/11/23 01:34:45 PM,12.41,23.51,,,
137,05/11/23 01:34:46 PM,12.55,23.50,,,
138,05/11/23 01:34:47 PM,12.55,23.50,,,
139,05/11/23 01:34:48 PM,12.55,23.48,,,
140,05/11/23 01:34:49 PM,12.62,23.48,,,
141,05/11/23 01:34:50 PM,12.55,23.48,,,
142,05/11/23 01:34:51 PM,12.62,23.48,,,
143,05/11/23 01:34:52 PM,12.62,23.47,,,
144,05/11/23 01:34:53 PM,12.69,23.47,,,
145,05/11/23 01:34:54 PM,12.62,23.47,,,
146,05/11/23 01:34:55 PM,12.62,23.47,,,
147,05/11/23 01:34:56 PM,12.55,23.47,,,
148,05/11/23 01:34:57 PM,12.48,23.47,,,
149,05/11/23 01:34:58 PM,12.41,23.47,,,
150,05/11/23 01:34:59 PM,12.41,23.47,,,
151,05/11/23 01:35:00 PM,12.26,23.47,,,
152,05/11/23 01:35:01 PM,12.19,23.47,,,
153,05/11/23 01:35:02 PM,12.12,23.47,,,
154,05/11/23 01:35:03 PM,12.05,23.47,,,
155,05/11/23 01:35:04 PM,12.05,23.47,,,
156,05/11/23 01:35:05 PM,11.98,23.47,,,
157,05/11/23 01:35:06 PM,11.91,23.47,,,
158,05/11/23 01:35:07 PM,11.91,23.48,,,
159,05/11/23 01:35:08 PM,11.83,23.48,,,
160,05/11/23 01:35:09 PM,11.76,23.48,,,
161,05/11/23 01:35:10 PM,11.69,23.48,,,
162,05/11/23 01:35:11 PM,11.69,23.48,,,
163,05/11/23 01:35:12 PM,11.62,23.48,,,
164,05/11/23 01:35:13 PM,11.55,23.48,,,
165,05/11/23 01:35:14 PM,11.48,23.48,,,
166,05/11/23 01:35:15 PM,11.40,23.48,,,
167,05/11/23 01:35:16 PM,11.33,23.48,,,
168,05/11/23 01:35:17 PM,11.26,23.48,,,
169,05/11/23 01:35:18 PM,11.26,23.48,,,
170,05/11/23 01:35:19 PM,11.19,23.48,,,
171,05/11/23 01:35:20 PM,11.12,23.50,,,
172,05/11/23 01:35:21 PM,11.05,23.50,,,
173,05/11/23 01:35:22 PM,9.68,23.50,,,
174,05/11/23 01:35:23 PM,9.04,23.50,,,
175,05/11/23 01:35:24 PM,9.04,23.48,,,
176,05/11/23 01:35:25 PM,8.18,23.50,,,
177,05/11/23 01:35:26 PM,8.04,23.50,,,
178,05/11/23 01:35:27 PM,8.04,23.50,,,
179,05/11/23 01:35:28 PM,3.81,23.52,,,
180,05/11/23 01:35:29 PM,3.89,23.46,,,
181,05/11/23 01:35:30 PM,3.89,23.38,,,
182,05/11/23 01:35:31 PM,3.89,23.34,,,
183,05/11/23 01:35:32 PM,3.96,23.32,,,
184,05/11/23 01:35:33 PM,1591.71,23.51,,,
185,05/11/23 01:35:34 PM,1861.44,23.56,,,
186,05/11/23 01:35:35 PM,1918.11,23.55,,,
187,05/11/23 01:35:36 PM,1921.33,23.55,,,
188,05/11/23 01:35:37 PM,1924.95,23.54,,,
189,05/11/23 01:35:38 PM,1935.71,23.55,,,
190,05/11/23 01:35:39 PM,1944.71,23.55,,,
191,05/11/23 01:35:40 PM,1955.05,23.56,,,
192,05/11/23 01:35:41 PM,1958.45,23.57,,,
193,05/11/23 01:35:42 PM,1960.91,23.59,,,
194,05/11/23 01:35:43 PM,1972.11,23.60,,,
195,05/11/23 01:35:44 PM,1976.40,23.61,,,
196,05/11/23 01:35:45 PM,1978.29,23.63,,,
197,05/11/23 01:35:46 PM,1979.74,23.63,,,
198,05/11/23 01:35:47 PM,1981.03,23.64,,,
199,05/11/23 01:35:48 PM,1981.23,23.65,,,
200,05/11/23 01:35:49 PM,1982.16,23.66,,,
201,05/11/23 01:35:50 PM,1983.61,23.66,,,
202,05/11/23 01:35:51 PM,1984.54,23.68,,,
203,05/11/23 01:35:52 PM,1985.47,23.69,,,
204,05/11/23 01:35:53 PM,1986.53,23.70,,,
205,05/11/23 01:35:54 PM,1987.74,23.70,,,
206,05/11/23 01:35:55 PM,1988.55,23.72,,,
207,05/11/23 01:35:56 PM,1989.65,23.72,,,
208,05/11/23 01:35:57 PM,1990.46,23.73,,,
209,05/11/23 01:35:58 PM,1991.19,23.73,,,
210,05/11/23 01:35:59 PM,1991.76,23.74,,,
211,05/11/23 01:36:00 PM,1992.86,23.74,,,
212,05/11/23 01:36:01 PM,1993.31,23.75,,,
213,05/11/23 01:36:02 PM,1994.17,23.75,,,
214,05/11/23 01:36:03 PM,1995.02,23.75,,,
215,05/11/23 01:36:04 PM,1995.72,23.77,,,
216,05/11/23 01:36:05 PM,1996.94,23.77,,,
217,05/11/23 01:36:06 PM,1997.39,23.78,,,
218,05/11/23 01:36:07 PM,382.29,23.78,,,
219,05/11/23 01:36:08 PM,425.95,23.79,,,
220,05/11/23 01:36:09 PM,438.38,23.81,,,
221,05/11/23 01:36:10 PM,439.37,23.86,,,
222,05/11/23 01:36:11 PM,24.83,23.68,,,
223,05/11/23 01:36:12 PM,25.83,23.72,,,
224,05/11/23 01:36:13 PM,25.83,23.79,,,
225,05/11/23 01:36:14 PM,6.10,23.73,,,
226,05/11/23 01:36:15 PM,6.25,23.74,,,
227,05/11/23 01:36:16 PM,6.25,23.73,,,
228,05/11/23 01:36:17 PM,6.25,23.65,,,
229,05/11/23 01:36:18 PM,6.32,23.60,,,
230,05/11/23 01:36:19 PM,2815.03,23.68,,,
231,05/11/23 01:36:20 PM,2815.20,23.65,,,
232,05/11/23 01:36:21 PM,2815.20,23.65,,,
233,05/11/23 01:36:22 PM,2815.46,23.61,,,
234,05/11/23 01:36:23 PM,2815.46,23.61,,,
235,05/11/23 01:36:24 PM,2815.54,23.60,,,
236,05/11/23 01:36:25 PM,2815.46,23.61,,,
237,05/11/23 01:36:26 PM,2815.46,23.61,,,
238,05/11/23 01:36:27 PM,2815.37,23.63,,,
239,05/11/23 01:36:28 PM,2815.37,23.63,,,
240,05/11/23 01:36:29 PM,2815.29,23.64,,,
241,05/11/23 01:36:30 PM,2815.29,23.64,,,
242,05/11/23 01:36:31 PM,2815.29,23.64,,,
243,05/11/23 01:36:32 PM,2815.29,23.64,,,
244,05/11/23 01:36:33 PM,2815.29,23.64,,,
245,05/11/23 01:36:34 PM,2815.29,23.64,,,
246,05/11/23 01:36:35 PM,2815.20,23.65,,,
247,05/11/23 01:36:36 PM,2815.20,23.65,,,
248,05/11/23 01:36:37 PM,2815.12,23.66,,,
249,05/11/23 01:36:38 PM,2815.12,23.66,,,
250,05/11/23 01:36:39 PM,2815.03,23.68,,,
251,05/11/23 01:36:40 PM,2815.03,23.68,,,
252,05/11/23 01:36:41 PM,2814.95,23.69,,,
253,05/11/23 01:36:42 PM,2814.95,23.69,,,
254,05/11/23 01:36:43 PM,2814.95,23.69,,,
255,05/11/23 01:36:44 PM,2814.87,23.70,,,
256,05/11/23 01:36:45 PM,2814.87,23.70,,,
257,05/11/23 01:36:46 PM,2814.87,23.70,,,
258,05/11/23 01:36:47 PM,2814.87,23.70,,,
259,05/11/23 01:36:48 PM,2814.87,23.70,,,
260,05/11/23 01:36:49 PM,2814.87,23.70,,,
261,05/11/23 01:36:50 PM,2814.78,23.72,,,
262,05/11/23 01:36:51 PM,2814.78,23.72,,,
263,05/11/23 01:36:52 PM,2814.78,23.72,,,
264,05/11/23 01:36:53 PM,2814.70,23.73,,,
265,05/11/23 01:36:54 PM,2814.70,23.73,,,
266,05/11/23 01:36:55 PM,2814.70,23.73,,,
267,05/11/23 01:36:56 PM,2814.61,23.74,,,
268,05/11/23 01:36:57 PM,2814.61,23.74,,,
269,05/11/23 01:36:58 PM,2814.61,23.74,,,
270,05/11/23 01:36:59 PM,2814.61,23.74,,,
271,05/11/23 01:37:00 PM,2814.61,23.74,,,
272,05/11/23 01:37:01 PM,2814.53,23.75,,,
273,05/11/23 01:37:02 PM,2814.53,23.75,,,
274,05/11/23 01:37:03 PM,2814.53,23.75,,,
275,05/11/23 01:37:04 PM,2814.53,23.75,,,
276,05/11/23 01:37:05 PM,2814.44,23.77,,,
277,05/11/23 01:37:06 PM,2814.44,23.77,,,
278,05/11/23 01:37:07 PM,2814.44,23.77,,,
279,05/11/23 01:37:08 PM,2814.44,23.77,,,
280,05/11/23 01:37:09 PM,2814.36,23.78,,,
281,05/11/23 01:37:10 PM,2814.36,23.78,,,
282,05/11/23 01:37:11 PM,2814.27,23.79,,,
283,05/11/23 01:37:12 PM,2814.36,23.78,,,
284,05/11/23 01:37:13 PM,905.79,23.77,,,
285,05/11/23 01:37:14 PM,948.65,23.77,,,
286,05/11/23 01:37:15 PM,965.51,23.74,,,
287,05/11/23 01:37:16 PM,974.41,23.77,,,
288,05/11/23 01:37:17 PM,971.85,23.79,,,
289,05/11/23 01:37:18 PM,979.88,23.82,,,
290,05/11/23 01:37:19 PM,980.09,23.84,,,
291,05/11/23 01:37:20 PM,971.63,23.86,,,
292,05/11/23 01:37:21 PM,981.95,23.88,,,
293,05/11/23 01:37:22 PM,982.71,23.91,,,
294,05/11/23 01:37:23 PM,982.92,23.93,,,
295,05/11/23 01:37:24 PM,983.45,23.96,,,
296,05/11/23 01:37:25 PM,983.83,23.97,,,
297,05/11/23 01:37:26 PM,984.04,24.00,,,
298,05/11/23 01:37:27 PM,984.50,24.01,,,
299,05/11/23 01:37:28 PM,984.72,24.02,,,
300,05/11/23 01:37:29 PM,985.01,24.05,,,
301,05/11/23 01:37:30 PM,985.33,24.05,,,
302,05/11/23 01:37:31 PM,985.55,24.06,,,
303,05/11/23 01:37:32 PM,985.85,24.07,,,
304,05/11/23 01:37:33 PM,985.38,24.07,,,
305,05/11/23 01:37:34 PM,984.00,24.04,,,
306,05/11/23 01:37:35 PM,983.92,24.04,,,
307,05/11/23 01:37:36 PM,983.83,24.05,,,
308,05/11/23 01:37:37 PM,984.05,24.06,,,
309,05/11/23 01:37:38 PM,983.96,24.07,,,
310,05/11/23 01:37:39 PM,984.18,24.09,,,
311,05/11/23 01:37:40 PM,984.48,24.10,,,
312,05/11/23 01:37:41 PM,984.71,24.11,,,
313,05/11/23 01:37:42 PM,985.09,24.13,,,
314,05/11/23 01:37:43 PM,986.81,24.14,,,
315,05/11/23 01:37:44 PM,980.94,24.09,,,
316,05/11/23 01:37:45 PM,981.39,24.04,,,
317,05/11/23 01:37:46 PM,987.34,24.01,,,
318,05/11/23 01:37:47 PM,990.21,24.06,,,
319,05/11/23 01:37:48 PM,969.60,24.06,,,
320,05/11/23 01:37:49 PM,969.69,24.05,,,
321,05/11/23 01:37:50 PM,978.87,24.04,,,
322,05/11/23 01:37:51 PM,992.06,24.02,,,
323,05/11/23 01:37:52 PM,990.92,24.06,,,
324,05/11/23 01:37:53 PM,999.22,24.05,,,
325,05/11/23 01:37:54 PM,987.14,24.05,,,
326,05/11/23 01:37:55 PM,988.55,23.99,,,
327,05/11/23 01:37:56 PM,991.99,24.02,,,
328,05/11/23 01:37:57 PM,992.35,24.05,,,
329,05/11/23 01:37:58 PM,992.40,24.07,,,
330,05/11/23 01:37:59 PM,992.25,24.07,,,
331,05/11/23 01:38:00 PM,991.85,24.07,,,
332,05/11/23 01:38:01 PM,992.22,24.10,,,
333,05/11/23 01:38:02 PM,992.21,24.11,,,
334,05/11/23 01:38:03 PM,992.78,24.16,,,
335,05/11/23 01:38:04 PM,993.61,24.20,,,
336,05/11/23 01:38:05 PM,993.99,24.22,,,
337,05/11/23 01:38:06 PM,993.82,24.23,,,
338,05/11/23 01:38:07 PM,994.11,24.25,,,
339,05/11/23 01:38:08 PM,994.40,24.28,,,
340,05/11/23 01:38:09 PM,994.67,24.32,,,
341,05/11/23 01:38:10 PM,995.58,24.36,,,
342,05/11/23 01:38:11 PM,994.74,24.33,,,
343,05/11/23 01:38:12 PM,986.72,24.31,,,
344,05/11/23 01:38:13 PM,982.48,24.28,,,
345,05/11/23 01:38:14 PM,991.43,24.25,,,
346,05/11/23 01:38:15 PM,993.54,24.27,,,
347,05/11/23 01:38:16 PM,991.29,24.31,,,
348,05/11/23 01:38:17 PM,990.81,24.32,,,
349,05/11/23 01:38:18 PM,992.53,24.33,,,
350,05/11/23 01:38:19 PM,991.27,24.33,,,
351,05/11/23 01:38:20 PM,985.89,24.34,,,
352,05/11/23 01:38:21 PM,963.59,24.31,,,
353,05/11/23 01:38:22 PM,987.55,24.19,,,
354,05/11/23 01:38:23 PM,978.13,24.14,,,
355,05/11/23 01:38:24 PM,979.58,24.11,,,
356,05/11/23 01:38:25 PM,976.56,24.13,,,
357,05/11/23 01:38:26 PM,969.71,24.04,,,
358,05/11/23 01:38:27 PM,960.98,24.00,,,
359,05/11/23 01:38:28 PM,964.63,23.99,,,
360,05/11/23 01:38:29 PM,966.21,23.99,,,
361,05/11/23 01:38:30 PM,969.42,23.93,,,
362,05/11/23 01:38:31 PM,979.63,23.99,,,
363,05/11/23 01:38:32 PM,965.59,24.05,,,
364,05/11/23 01:38:33 PM,946.11,24.01,,,
365,05/11/23 01:38:34 PM,963.70,24.04,,,
366,05/11/23 01:38:35 PM,965.05,24.04,,,
367,05/11/23 01:38:36 PM,955.40,24.05,,,
368,05/11/23 01:38:37 PM,962.89,24.06,,,
369,05/11/23 01:38:38 PM,961.90,24.02,,,
370,05/11/23 01:38:39 PM,961.82,24.02,,,
371,05/11/23 01:38:40 PM,960.64,24.02,,,
372,05/11/23 01:38:41 PM,961.35,24.02,,,
373,05/11/23 01:38:42 PM,959.89,23.99,,,
374,05/11/23 01:38:43 PM,959.33,23.99,,,
375,05/11/23 01:38:44 PM,959.03,23.97,,,
376,05/11/23 01:38:45 PM,958.32,23.97,,,
377,05/11/23 01:38:46 PM,958.00,23.97,,,
378,05/11/23 01:38:47 PM,958.00,23.97,,,
379,05/11/23 01:38:48 PM,957.07,23.96,,,
380,05/11/23 01:38:49 PM,956.83,23.96,,,
381,05/11/23 01:38:50 PM,956.91,23.96,,,
382,05/11/23 01:38:51 PM,956.96,23.99,,,
383,05/11/23 01:38:52 PM,957.58,24.00,,,
384,05/11/23 01:38:53 PM,956.71,24.00,,,
385,05/11/23 01:38:54 PM,956.98,23.97,,,
386,05/11/23 01:38:55 PM,957.82,23.92,,,
387,05/11/23 01:38:56 PM,950.51,23.88,,,
388,05/11/23 01:38:57 PM,954.16,23.87,,,
389,05/11/23 01:38:58 PM,953.88,23.91,,,
390,05/11/23 01:38:59 PM,952.71,23.90,,,
391,05/11/23 01:39:00 PM,951.15,23.87,,,
392,05/11/23 01:39:01 PM,951.33,23.86,,,
393,05/11/23 01:39:02 PM,950.69,23.86,,,
394,05/11/23 01:39:03 PM,949.69,23.83,,,
395,05/11/23 01:39:04 PM,949.28,23.84,,,
396,05/11/23 01:39:05 PM,949.52,23.84,,,
397,05/11/23 01:39:06 PM,949.05,23.84,,,
398,05/11/23 01:39:07 PM,948.64,23.86,,,
399,05/11/23 01:39:08 PM,948.34,23.84,,,
400,05/11/23 01:39:09 PM,947.77,23.86,,,
401,05/11/23 01:39:10 PM,948.43,23.83,,,
402,05/11/23 01:39:11 PM,943.40,23.81,,,
403,05/11/23 01:39:12 PM,928.15,23.79,,,
404,05/11/23 01:39:13 PM,949.61,23.75,,,
405,05/11/23 01:39:14 PM,947.96,23.74,,,
406,05/11/23 01:39:15 PM,944.26,23.73,,,
407,05/11/23 01:39:16 PM,945.36,23.74,,,
408,05/11/23 01:39:17 PM,942.47,23.70,,,
409,05/11/23 01:39:18 PM,940.49,23.70,,,
410,05/11/23 01:39:19 PM,940.16,23.72,,,
411,05/11/23 01:39:20 PM,940.80,23.72,,,
412,05/11/23 01:39:21 PM,935.74,23.72,,,
413,05/11/23 01:39:22 PM,941.01,23.74,,,
414,05/11/23 01:39:23 PM,939.80,23.77,,,
415,05/11/23 01:39:24 PM,939.64,23.77,,,
416,05/11/23 01:39:25 PM,940.08,23.81,,,
417,05/11/23 01:39:26 PM,939.76,23.81,,,
418,05/11/23 01:39:27 PM,939.67,23.82,,,
419,05/11/23 01:39:28 PM,940.05,23.83,,,
420,05/11/23 01:39:29 PM,939.18,23.83,,,
421,05/11/23 01:39:30 PM,939.25,23.84,,,
422,05/11/23 01:39:31 PM,939.08,23.86,,,
423,05/11/23 01:39:32 PM,938.90,23.87,,,
424,05/11/23 01:39:33 PM,939.19,23.90,,,
425,05/11/23 01:39:34 PM,938.48,23.90,,,
426,05/11/23 01:39:35 PM,937.93,23.90,,,
427,05/11/23 01:39:36 PM,938.80,23.90,,,
428,05/11/23 01:39:37 PM,935.43,23.87,,,
429,05/11/23 01:39:38 PM,933.48,23.84,,,
430,05/11/23 01:39:39 PM,938.69,23.84,,,
431,05/11/23 01:39:40 PM,942.07,23.87,,,
432,05/11/23 01:39:41 PM,932.55,23.90,,,
433,05/11/23 01:39:42 PM,941.53,23.93,,,
434,05/11/23 01:39:43 PM,940.57,23.95,,,
435,05/11/23 01:39:44 PM,940.41,23.95,,,
436,05/11/23 01:39:45 PM,940.09,23.95,,,
437,05/11/23 01:39:46 PM,939.17,23.92,,,
438,05/11/23 01:39:47 PM,938.38,23.92,,,
439,05/11/23 01:39:48 PM,938.14,23.92,,,
440,05/11/23 01:39:49 PM,937.29,23.91,,,
441,05/11/23 01:39:50 PM,937.05,23.91,,,
442,05/11/23 01:39:51 PM,937.04,23.92,,,
443,05/11/23 01:39:52 PM,936.65,23.91,,,
444,05/11/23 01:39:53 PM,936.32,23.92,,,
445,05/11/23 01:39:54 PM,936.47,23.93,,,
446,05/11/23 01:39:55 PM,936.47,23.93,,,
447,05/11/23 01:39:56 PM,935.99,23.93,,,
448,05/11/23 01:39:57 PM,936.30,23.95,,,
449,05/11/23 01:39:58 PM,934.03,23.92,,,
450,05/11/23 01:39:59 PM,931.62,23.88,,,
451,05/11/23 01:40:00 PM,933.77,23.87,,,
452,05/11/23 01:40:01 PM,932.58,23.87,,,
453,05/11/23 01:40:02 PM,932.55,23.90,,,
454,05/11/23 01:40:03 PM,932.55,23.90,,,
455,05/11/23 01:40:04 PM,932.40,23.90,,,
456,05/11/23 01:40:05 PM,932.08,23.90,,,
457,05/11/23 01:40:06 PM,931.38,23.88,,,
458,05/11/23 01:40:07 PM,931.29,23.90,,,
459,05/11/23 01:40:08 PM,931.44,23.91,,,
460,05/11/23 01:40:09 PM,930.50,23.90,,,
461,05/11/23 01:40:10 PM,930.64,23.91,,,
462,05/11/23 01:40:11 PM,930.16,23.92,,,
463,05/11/23 01:40:12 PM,929.71,23.90,,,
464,05/11/23 01:40:13 PM,929.70,23.91,,,
465,05/11/23 01:40:14 PM,929.08,23.90,,,
466,05/11/23 01:40:15 PM,929.54,23.91,,,
467,05/11/23 01:40:16 PM,928.47,23.87,,,
468,05/11/23 01:40:17 PM,923.62,23.90,,,
469,05/11/23 01:40:18 PM,924.95,23.91,,,
470,05/11/23 01:40:19 PM,925.18,23.92,,,
471,05/11/23 01:40:20 PM,924.15,23.92,,,
472,05/11/23 01:40:21 PM,919.76,23.88,,,
473,05/11/23 01:40:22 PM,919.41,23.83,,,
474,05/11/23 01:40:23 PM,921.10,23.81,,,
475,05/11/23 01:40:24 PM,920.30,23.82,,,
476,05/11/23 01:40:25 PM,917.46,23.81,,,
477,05/11/23 01:40:26 PM,893.22,23.75,,,
478,05/11/23 01:40:27 PM,913.34,23.73,,,
479,05/11/23 01:40:28 PM,915.97,23.72,,,
480,05/11/23 01:40:29 PM,915.31,23.74,,,
481,05/11/23 01:40:30 PM,919.87,23.77,,,
482,05/11/23 01:40:31 PM,919.16,23.77,,,
483,05/11/23 01:40:32 PM,901.89,23.79,,,
484,05/11/23 01:40:33 PM,916.88,23.75,,,
485,05/11/23 01:40:34 PM,914.10,23.77,,,
486,05/11/23 01:40:35 PM,913.83,23.79,,,
487,05/11/23 01:40:36 PM,917.54,23.81,,,
488,05/11/23 01:40:37 PM,901.10,23.79,,,
489,05/11/23 01:40:38 PM,916.91,23.81,,,
490,05/11/23 01:40:39 PM,912.77,23.83,,,
