"Plot Title: Savoy-Discharge"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10559467, SEN S/N: 10559467)","Temp, °C (LGR S/N: 10559467, SEN S/N: 10559467)","Coupler Detached (LGR S/N: 10559467)","Coupler Attached (LGR S/N: 10559467)","End Of File (LGR S/N: 10559467)"
3116,05/11/23 02:24:25 PM,250.19,18.86,,,
3117,05/11/23 02:24:26 PM,250.11,18.86,,,
3118,05/11/23 02:24:27 PM,250.11,18.86,,,
3119,05/11/23 02:24:28 PM,250.11,18.86,,,
3120,05/11/23 02:24:29 PM,250.19,18.88,,,
3121,05/11/23 02:24:30 PM,250.19,18.86,,,
3122,05/11/23 02:24:31 PM,250.19,18.86,,,
3123,05/11/23 02:24:32 PM,250.11,18.86,,,
3124,05/11/23 02:24:33 PM,250.19,18.86,,,
3125,05/11/23 02:24:34 PM,250.11,18.86,,,
3126,05/11/23 02:24:35 PM,250.11,18.88,,,
3127,05/11/23 02:24:36 PM,250.19,18.86,,,
3128,05/11/23 02:24:37 PM,250.11,18.88,,,
3129,05/11/23 02:24:38 PM,250.19,18.86,,,
3130,05/11/23 02:24:39 PM,250.19,18.88,,,
3131,05/11/23 02:24:40 PM,250.19,18.86,,,
3132,05/11/23 02:24:41 PM,250.11,18.86,,,
3133,05/11/23 02:24:42 PM,250.19,18.88,,,
3134,05/11/23 02:24:43 PM,250.19,18.86,,,
3135,05/11/23 02:24:44 PM,250.19,18.86,,,
3136,05/11/23 02:24:45 PM,250.11,18.88,,,
3137,05/11/23 02:24:46 PM,250.11,18.88,,,
3138,05/11/23 02:24:47 PM,250.11,18.88,,,
3139,05/11/23 02:24:48 PM,250.19,18.88,,,
3140,05/11/23 02:24:49 PM,250.19,18.88,,,
3141,05/11/23 02:24:50 PM,250.11,18.88,,,
3142,05/11/23 02:24:51 PM,250.11,18.88,,,
3143,05/11/23 02:24:52 PM,250.18,18.89,,,
3144,05/11/23 02:24:53 PM,250.19,18.88,,,
3145,05/11/23 02:24:54 PM,250.11,18.88,,,
3146,05/11/23 02:24:55 PM,250.11,18.89,,,
3147,05/11/23 02:24:56 PM,250.19,18.86,,,
3148,05/11/23 02:24:57 PM,250.19,18.88,,,
3149,05/11/23 02:24:58 PM,250.11,18.88,,,
3150,05/11/23 02:24:59 PM,250.19,18.86,,,
3151,05/11/23 02:25:00 PM,250.11,18.88,,,
3152,05/11/23 02:25:01 PM,250.11,18.88,,,
3153,05/11/23 02:25:02 PM,250.19,18.88,,,
3154,05/11/23 02:25:03 PM,250.19,18.88,,,
3155,05/11/23 02:25:04 PM,250.18,18.89,,,
3156,05/11/23 02:25:05 PM,250.11,18.88,,,
3157,05/11/23 02:25:06 PM,250.19,18.88,,,
3158,05/11/23 02:25:07 PM,250.19,18.88,,,
3159,05/11/23 02:25:08 PM,250.11,18.88,,,
3160,05/11/23 02:25:09 PM,250.19,18.88,,,
3161,05/11/23 02:25:10 PM,250.11,18.89,,,
3162,05/11/23 02:25:11 PM,250.11,18.88,,,
3163,05/11/23 02:25:12 PM,250.19,18.88,,,
3164,05/11/23 02:25:13 PM,250.19,18.88,,,
3165,05/11/23 02:25:14 PM,250.11,18.88,,,
3166,05/11/23 02:25:15 PM,250.11,18.88,,,
3167,05/11/23 02:25:16 PM,250.18,18.89,,,
3168,05/11/23 02:25:17 PM,250.11,18.88,,,
3169,05/11/23 02:25:18 PM,250.19,18.88,,,
3170,05/11/23 02:25:19 PM,250.11,18.89,,,
3171,05/11/23 02:25:20 PM,250.19,18.88,,,
3172,05/11/23 02:25:21 PM,250.19,18.88,,,
3173,05/11/23 02:25:22 PM,250.19,18.88,,,
3174,05/11/23 02:25:23 PM,250.19,18.88,,,
3175,05/11/23 02:25:24 PM,250.18,18.89,,,
3176,05/11/23 02:25:25 PM,250.18,18.89,,,
3177,05/11/23 02:25:26 PM,250.11,18.88,,,
3178,05/11/23 02:25:27 PM,250.19,18.88,,,
3179,05/11/23 02:25:28 PM,250.11,18.89,,,
3180,05/11/23 02:25:29 PM,250.11,18.89,,,
3181,05/11/23 02:25:30 PM,250.11,18.88,,,
3182,05/11/23 02:25:31 PM,250.18,18.89,,,
3183,05/11/23 02:25:32 PM,250.18,18.89,,,
3184,05/11/23 02:25:33 PM,250.11,18.89,,,
3185,05/11/23 02:25:34 PM,250.18,18.89,,,
3186,05/11/23 02:25:35 PM,250.18,18.89,,,
3187,05/11/23 02:25:36 PM,250.18,18.89,,,
3188,05/11/23 02:25:37 PM,250.11,18.89,,,
3189,05/11/23 02:25:38 PM,250.11,18.89,,,
3190,05/11/23 02:25:39 PM,250.18,18.89,,,
3191,05/11/23 02:25:40 PM,250.18,18.89,,,
3192,05/11/23 02:25:41 PM,250.18,18.90,,,
3193,05/11/23 02:25:42 PM,250.11,18.89,,,
3194,05/11/23 02:25:43 PM,250.18,18.89,,,
3195,05/11/23 02:25:44 PM,250.11,18.89,,,
3196,05/11/23 02:25:45 PM,250.11,18.89,,,
3197,05/11/23 02:25:46 PM,250.18,18.89,,,
3198,05/11/23 02:25:47 PM,250.11,18.89,,,
3199,05/11/23 02:25:48 PM,250.11,18.89,,,
3200,05/11/23 02:25:49 PM,250.18,18.90,,,
3201,05/11/23 02:25:50 PM,250.11,18.89,,,
3202,05/11/23 02:25:51 PM,250.18,18.89,,,
3203,05/11/23 02:25:52 PM,250.11,18.89,,,
3204,05/11/23 02:25:53 PM,250.18,18.90,,,
3205,05/11/23 02:25:54 PM,250.10,18.90,,,
3206,05/11/23 02:25:55 PM,250.11,18.89,,,
3207,05/11/23 02:25:56 PM,250.11,18.89,,,
3208,05/11/23 02:25:57 PM,250.11,18.89,,,
3209,05/11/23 02:25:58 PM,250.18,18.90,,,
3210,05/11/23 02:25:59 PM,250.10,18.90,,,
3211,05/11/23 02:26:00 PM,250.18,18.90,,,
3212,05/11/23 02:26:01 PM,250.18,18.89,,,
3213,05/11/23 02:26:02 PM,250.10,18.90,,,
3214,05/11/23 02:26:03 PM,250.10,18.90,,,
3215,05/11/23 02:26:04 PM,250.10,18.90,,,
3216,05/11/23 02:26:05 PM,250.10,18.90,,,
3217,05/11/23 02:26:06 PM,250.10,18.90,,,
3218,05/11/23 02:26:07 PM,250.18,18.90,,,
3219,05/11/23 02:26:08 PM,250.18,18.90,,,
3220,05/11/23 02:26:09 PM,250.18,18.90,,,
3221,05/11/23 02:26:10 PM,250.18,18.90,,,
3222,05/11/23 02:26:11 PM,250.18,18.90,,,
3223,05/11/23 02:26:12 PM,250.18,18.90,,,
3224,05/11/23 02:26:13 PM,250.18,18.90,,,
3225,05/11/23 02:26:14 PM,250.18,18.90,,,
3226,05/11/23 02:26:15 PM,250.10,18.90,,,
3227,05/11/23 02:26:16 PM,250.18,18.90,,,
3228,05/11/23 02:26:17 PM,250.18,18.90,,,
3229,05/11/23 02:26:18 PM,250.10,18.90,,,
3230,05/11/23 02:26:19 PM,250.18,18.90,,,
3231,05/11/23 02:26:20 PM,250.10,18.90,,,
3232,05/11/23 02:26:21 PM,250.18,18.90,,,
3233,05/11/23 02:26:22 PM,250.10,18.90,,,
3234,05/11/23 02:26:23 PM,250.10,18.90,,,
3235,05/11/23 02:26:24 PM,250.18,18.90,,,
3236,05/11/23 02:26:25 PM,250.10,18.90,,,
3237,05/11/23 02:26:26 PM,250.18,18.90,,,
3238,05/11/23 02:26:27 PM,250.18,18.90,,,
3239,05/11/23 02:26:28 PM,250.10,18.90,,,
3240,05/11/23 02:26:29 PM,250.10,18.90,,,
3241,05/11/23 02:26:30 PM,250.10,18.90,,,
3242,05/11/23 02:26:31 PM,250.10,18.90,,,
3243,05/11/23 02:26:32 PM,250.18,18.92,,,
3244,05/11/23 02:26:33 PM,250.10,18.92,,,
3245,05/11/23 02:26:34 PM,250.10,18.90,,,
3246,05/11/23 02:26:35 PM,250.10,18.92,,,
3247,05/11/23 02:26:36 PM,250.10,18.92,,,
3248,05/11/23 02:26:37 PM,250.10,18.92,,,
3249,05/11/23 02:26:38 PM,250.10,18.90,,,
3250,05/11/23 02:26:39 PM,250.10,18.92,,,
3251,05/11/23 02:26:40 PM,250.10,18.92,,,
3252,05/11/23 02:26:41 PM,250.18,18.92,,,
3253,05/11/23 02:26:42 PM,250.10,18.92,,,
3254,05/11/23 02:26:43 PM,250.10,18.92,,,
3255,05/11/23 02:26:44 PM,250.10,18.90,,,
3256,05/11/23 02:26:45 PM,250.10,18.92,,,
3257,05/11/23 02:26:46 PM,250.18,18.92,,,
3258,05/11/23 02:26:47 PM,250.18,18.92,,,
3259,05/11/23 02:26:48 PM,250.10,18.92,,,
3260,05/11/23 02:26:49 PM,250.10,18.92,,,
3261,05/11/23 02:26:50 PM,250.10,18.92,,,
3262,05/11/23 02:26:51 PM,250.18,18.92,,,
3263,05/11/23 02:26:52 PM,250.10,18.92,,,
3264,05/11/23 02:26:53 PM,250.10,18.92,,,
3265,05/11/23 02:26:54 PM,250.18,18.92,,,
3266,05/11/23 02:26:55 PM,250.18,18.92,,,
3267,05/11/23 02:26:56 PM,250.18,18.92,,,
3268,05/11/23 02:26:57 PM,250.18,18.92,,,
3269,05/11/23 02:26:58 PM,250.18,18.92,,,
3270,05/11/23 02:26:59 PM,250.10,18.92,,,
3271,05/11/23 02:27:00 PM,250.10,18.92,,,
3272,05/11/23 02:27:01 PM,250.18,18.92,,,
3273,05/11/23 02:27:02 PM,250.17,18.93,,,
3274,05/11/23 02:27:03 PM,250.10,18.93,,,
3275,05/11/23 02:27:04 PM,250.10,18.93,,,
3276,05/11/23 02:27:05 PM,250.18,18.92,,,
3277,05/11/23 02:27:06 PM,250.17,18.93,,,
3278,05/11/23 02:27:07 PM,250.10,18.93,,,
3279,05/11/23 02:27:08 PM,250.10,18.93,,,
3280,05/11/23 02:27:09 PM,250.17,18.93,,,
3281,05/11/23 02:27:10 PM,250.10,18.93,,,
3282,05/11/23 02:27:11 PM,250.17,18.93,,,
3283,05/11/23 02:27:12 PM,250.10,18.92,,,
3284,05/11/23 02:27:13 PM,250.17,18.93,,,
3285,05/11/23 02:27:14 PM,250.17,18.93,,,
3286,05/11/23 02:27:15 PM,250.17,18.93,,,
3287,05/11/23 02:27:16 PM,250.10,18.92,,,
3288,05/11/23 02:27:17 PM,250.17,18.93,,,
3289,05/11/23 02:27:18 PM,250.17,18.93,,,
3290,05/11/23 02:27:19 PM,250.17,18.94,,,
3291,05/11/23 02:27:20 PM,250.17,18.93,,,
3292,05/11/23 02:27:21 PM,250.17,18.93,,,
3293,05/11/23 02:27:22 PM,250.10,18.93,,,
3294,05/11/23 02:27:23 PM,250.10,18.93,,,
3295,05/11/23 02:27:24 PM,250.17,18.93,,,
3296,05/11/23 02:27:25 PM,250.10,18.93,,,
3297,05/11/23 02:27:26 PM,250.10,18.93,,,
3298,05/11/23 02:27:27 PM,250.17,18.93,,,
3299,05/11/23 02:27:28 PM,250.10,18.93,,,
3300,05/11/23 02:27:29 PM,250.17,18.93,,,
3301,05/11/23 02:27:30 PM,250.17,18.93,,,
3302,05/11/23 02:27:31 PM,250.17,18.94,,,
3303,05/11/23 02:27:32 PM,250.10,18.93,,,
3304,05/11/23 02:27:33 PM,250.09,18.94,,,
3305,05/11/23 02:27:34 PM,250.10,18.93,,,
3306,05/11/23 02:27:35 PM,250.09,18.94,,,
3307,05/11/23 02:27:36 PM,250.09,18.94,,,
3308,05/11/23 02:27:37 PM,250.09,18.94,,,
3309,05/11/23 02:27:38 PM,250.17,18.93,,,
3310,05/11/23 02:27:39 PM,250.17,18.93,,,
3311,05/11/23 02:27:40 PM,250.17,18.93,,,
3312,05/11/23 02:27:41 PM,250.09,18.94,,,
3313,05/11/23 02:27:42 PM,250.09,18.94,,,
3314,05/11/23 02:27:43 PM,250.17,18.94,,,
3315,05/11/23 02:27:44 PM,250.17,18.93,,,
3316,05/11/23 02:27:45 PM,250.17,18.94,,,
3317,05/11/23 02:27:46 PM,250.09,18.94,,,
3318,05/11/23 02:27:47 PM,250.17,18.94,,,
3319,05/11/23 02:27:48 PM,250.09,18.94,,,
3320,05/11/23 02:27:49 PM,250.09,18.94,,,
3321,05/11/23 02:27:50 PM,250.09,18.94,,,
3322,05/11/23 02:27:51 PM,250.09,18.94,,,
3323,05/11/23 02:27:52 PM,250.17,18.94,,,
3324,05/11/23 02:27:53 PM,250.09,18.94,,,
3325,05/11/23 02:27:54 PM,250.09,18.94,,,
3326,05/11/23 02:27:55 PM,250.09,18.94,,,
3327,05/11/23 02:27:56 PM,250.09,18.94,,,
3328,05/11/23 02:27:57 PM,250.17,18.94,,,
3329,05/11/23 02:27:58 PM,250.17,18.94,,,
3330,05/11/23 02:27:59 PM,250.17,18.94,,,
3331,05/11/23 02:28:00 PM,250.17,18.94,,,
3332,05/11/23 02:28:01 PM,250.09,18.95,,,
3333,05/11/23 02:28:02 PM,250.09,18.94,,,
3334,05/11/23 02:28:03 PM,250.17,18.94,,,
3335,05/11/23 02:28:04 PM,250.16,18.95,,,
3336,05/11/23 02:28:05 PM,250.09,18.95,,,
3337,05/11/23 02:28:06 PM,250.09,18.94,,,
3338,05/11/23 02:28:07 PM,250.09,18.94,,,
3339,05/11/23 02:28:08 PM,250.09,18.95,,,
3340,05/11/23 02:28:09 PM,250.09,18.94,,,
3341,05/11/23 02:28:10 PM,250.09,18.95,,,
3342,05/11/23 02:28:11 PM,250.09,18.95,,,
3343,05/11/23 02:28:12 PM,250.17,18.94,,,
3344,05/11/23 02:28:13 PM,250.09,18.95,,,
3345,05/11/23 02:28:14 PM,250.16,18.95,,,
3346,05/11/23 02:28:15 PM,250.16,18.95,,,
3347,05/11/23 02:28:16 PM,250.16,18.95,,,
3348,05/11/23 02:28:17 PM,250.09,18.95,,,
3349,05/11/23 02:28:18 PM,250.16,18.97,,,
3350,05/11/23 02:28:19 PM,250.16,18.95,,,
3351,05/11/23 02:28:20 PM,250.09,18.95,,,
3352,05/11/23 02:28:21 PM,250.09,18.95,,,
3353,05/11/23 02:28:22 PM,250.16,18.95,,,
3354,05/11/23 02:28:23 PM,250.09,18.95,,,
3355,05/11/23 02:28:24 PM,250.16,18.95,,,
3356,05/11/23 02:28:25 PM,250.16,18.95,,,
3357,05/11/23 02:28:26 PM,250.16,18.95,,,
3358,05/11/23 02:28:27 PM,250.16,18.95,,,
3359,05/11/23 02:28:28 PM,250.16,18.95,,,
3360,05/11/23 02:28:29 PM,250.16,18.95,,,
3361,05/11/23 02:28:30 PM,250.16,18.95,,,
3362,05/11/23 02:28:31 PM,250.09,18.97,,,
3363,05/11/23 02:28:32 PM,250.16,18.97,,,
3364,05/11/23 02:28:33 PM,250.09,18.95,,,
3365,05/11/23 02:28:34 PM,250.09,18.97,,,
3366,05/11/23 02:28:35 PM,250.09,18.97,,,
3367,05/11/23 02:28:36 PM,250.09,18.97,,,
3368,05/11/23 02:28:37 PM,250.09,18.97,,,
3369,05/11/23 02:28:38 PM,250.16,18.97,,,
3370,05/11/23 02:28:39 PM,250.09,18.97,,,
3371,05/11/23 02:28:40 PM,250.16,18.95,,,
3372,05/11/23 02:28:41 PM,250.16,18.97,,,
3373,05/11/23 02:28:42 PM,250.09,18.97,,,
3374,05/11/23 02:28:43 PM,250.09,18.95,,,
3375,05/11/23 02:28:44 PM,250.09,18.97,,,
3376,05/11/23 02:28:45 PM,250.16,18.97,,,
3377,05/11/23 02:28:46 PM,250.09,18.97,,,
3378,05/11/23 02:28:47 PM,250.09,18.97,,,
3379,05/11/23 02:28:48 PM,250.16,18.97,,,
3380,05/11/23 02:28:49 PM,250.09,18.97,,,
3381,05/11/23 02:28:50 PM,250.16,18.97,,,
3382,05/11/23 02:28:51 PM,250.16,18.97,,,
3383,05/11/23 02:28:52 PM,250.08,18.98,,,
3384,05/11/23 02:28:53 PM,250.16,18.97,,,
3385,05/11/23 02:28:54 PM,250.16,18.98,,,
3386,05/11/23 02:28:55 PM,250.09,18.97,,,
3387,05/11/23 02:28:56 PM,250.09,18.97,,,
3388,05/11/23 02:28:57 PM,250.09,18.97,,,
3389,05/11/23 02:28:58 PM,250.09,18.97,,,
3390,05/11/23 02:28:59 PM,250.09,18.97,,,
3391,05/11/23 02:29:00 PM,250.09,18.97,,,
3392,05/11/23 02:29:01 PM,250.09,18.97,,,
3393,05/11/23 02:29:02 PM,250.09,18.97,,,
3394,05/11/23 02:29:03 PM,250.09,18.97,,,
3395,05/11/23 02:29:04 PM,250.08,18.98,,,
3396,05/11/23 02:29:05 PM,250.08,18.98,,,
3397,05/11/23 02:29:06 PM,250.09,18.97,,,
3398,05/11/23 02:29:07 PM,250.09,18.97,,,
3399,05/11/23 02:29:08 PM,250.16,18.97,,,
3400,05/11/23 02:29:09 PM,250.09,18.97,,,
3401,05/11/23 02:29:10 PM,250.16,18.98,,,
3402,05/11/23 02:29:11 PM,250.09,18.97,,,
3403,05/11/23 02:29:12 PM,250.08,18.98,,,
3404,05/11/23 02:29:13 PM,250.09,18.97,,,
3405,05/11/23 02:29:14 PM,250.08,18.98,,,
3406,05/11/23 02:29:15 PM,250.16,18.98,,,
3407,05/11/23 02:29:16 PM,250.09,18.97,,,
3408,05/11/23 02:29:17 PM,250.08,18.98,,,
3409,05/11/23 02:29:18 PM,250.08,18.98,,,
3410,05/11/23 02:29:19 PM,250.08,18.98,,,
3411,05/11/23 02:29:20 PM,250.08,18.98,,,
3412,05/11/23 02:29:21 PM,250.08,18.98,,,
3413,05/11/23 02:29:22 PM,250.08,18.98,,,
3414,05/11/23 02:29:23 PM,250.08,18.98,,,
3415,05/11/23 02:29:24 PM,250.08,18.98,,,
3416,05/11/23 02:29:25 PM,250.08,18.98,,,
3417,05/11/23 02:29:26 PM,250.08,18.98,,,
3418,05/11/23 02:29:27 PM,250.08,18.98,,,
3419,05/11/23 02:29:28 PM,250.08,18.98,,,
3420,05/11/23 02:29:29 PM,250.08,18.98,,,
3421,05/11/23 02:29:30 PM,250.16,18.98,,,
3422,05/11/23 02:29:31 PM,250.08,18.98,,,
3423,05/11/23 02:29:32 PM,250.08,18.98,,,
3424,05/11/23 02:29:33 PM,250.08,18.99,,,
3425,05/11/23 02:29:34 PM,250.08,18.98,,,
3426,05/11/23 02:29:35 PM,250.08,18.98,,,
3427,05/11/23 02:29:36 PM,250.08,18.98,,,
3428,05/11/23 02:29:37 PM,250.16,18.98,,,
3429,05/11/23 02:29:38 PM,250.08,18.98,,,
3430,05/11/23 02:29:39 PM,250.08,18.98,,,
3431,05/11/23 02:29:40 PM,250.08,18.98,,,
3432,05/11/23 02:29:41 PM,250.08,18.98,,,
3433,05/11/23 02:29:42 PM,250.08,18.99,,,
3434,05/11/23 02:29:43 PM,250.08,18.99,,,
3435,05/11/23 02:29:44 PM,250.08,18.98,,,
3436,05/11/23 02:29:45 PM,250.08,18.99,,,
3437,05/11/23 02:29:46 PM,250.15,18.99,,,
3438,05/11/23 02:29:47 PM,250.01,18.98,,,
3439,05/11/23 02:29:48 PM,250.08,18.99,,,
3440,05/11/23 02:29:49 PM,250.08,18.99,,,
3441,05/11/23 02:29:50 PM,250.08,18.98,,,
3442,05/11/23 02:29:51 PM,250.08,18.99,,,
3443,05/11/23 02:29:52 PM,250.08,18.99,,,
3444,05/11/23 02:29:53 PM,250.08,18.99,,,
3445,05/11/23 02:29:54 PM,250.08,18.99,,,
3446,05/11/23 02:29:55 PM,250.08,18.99,,,
3447,05/11/23 02:29:56 PM,250.08,18.99,,,
3448,05/11/23 02:29:57 PM,250.08,18.99,,,
3449,05/11/23 02:29:58 PM,250.08,18.99,,,
3450,05/11/23 02:29:59 PM,250.15,18.99,,,
3451,05/11/23 02:30:00 PM,250.15,18.99,,,
3452,05/11/23 02:30:01 PM,250.15,18.99,,,
3453,05/11/23 02:30:02 PM,250.15,18.99,,,
3454,05/11/23 02:30:03 PM,250.15,18.99,,,
3455,05/11/23 02:30:04 PM,250.08,18.99,,,
3456,05/11/23 02:30:05 PM,250.15,18.99,,,
3457,05/11/23 02:30:06 PM,250.08,18.99,,,
3458,05/11/23 02:30:07 PM,250.08,18.99,,,
3459,05/11/23 02:30:08 PM,250.00,18.99,,,
3460,05/11/23 02:30:09 PM,250.08,18.99,,,
3461,05/11/23 02:30:10 PM,250.08,18.99,,,
3462,05/11/23 02:30:11 PM,250.08,18.99,,,
3463,05/11/23 02:30:12 PM,250.08,18.99,,,
3464,05/11/23 02:30:13 PM,250.08,18.99,,,
3465,05/11/23 02:30:14 PM,250.08,18.99,,,
3466,05/11/23 02:30:15 PM,250.08,18.99,,,
3467,05/11/23 02:30:16 PM,250.00,18.99,,,
3468,05/11/23 02:30:17 PM,250.07,19.01,,,
3469,05/11/23 02:30:18 PM,250.08,18.99,,,
3470,05/11/23 02:30:19 PM,250.00,18.99,,,
3471,05/11/23 02:30:20 PM,250.08,18.99,,,
3472,05/11/23 02:30:21 PM,250.08,18.99,,,
3473,05/11/23 02:30:22 PM,250.08,18.99,,,
3474,05/11/23 02:30:23 PM,250.00,18.99,,,
3475,05/11/23 02:30:24 PM,250.08,18.99,,,
3476,05/11/23 02:30:25 PM,250.07,19.01,,,
3477,05/11/23 02:30:26 PM,250.08,18.99,,,
3478,05/11/23 02:30:27 PM,249.24,18.98,,,
3479,05/11/23 02:30:28 PM,21.76,19.04,,,
3480,05/11/23 02:30:29 PM,15.34,19.10,,,
3481,05/11/23 02:30:30 PM,15.56,19.12,,,
3482,05/11/23 02:30:31 PM,15.34,19.13,,,
3483,05/11/23 02:30:32 PM,15.20,19.16,,,
3484,05/11/23 02:30:33 PM,15.13,19.17,,,
3485,05/11/23 02:30:34 PM,14.98,19.20,,,
3486,05/11/23 02:30:35 PM,16.21,19.15,,,
3487,05/11/23 02:30:36 PM,78.12,19.25,,,
3488,05/11/23 02:30:37 PM,88.75,19.29,,,
3489,05/11/23 02:30:38 PM,90.00,19.31,,,
3490,05/11/23 02:30:39 PM,90.51,19.33,,,
3491,05/11/23 02:30:40 PM,90.37,19.34,,,
3492,05/11/23 02:30:41 PM,90.44,19.38,,,
3493,05/11/23 02:30:42 PM,90.80,19.42,,,
3494,05/11/23 02:30:43 PM,90.80,19.43,,,
3495,05/11/23 02:30:44 PM,89.40,19.43,,,
3496,05/11/23 02:30:45 PM,89.47,19.46,,,
3497,05/11/23 02:30:46 PM,90.35,19.48,,,
3498,05/11/23 02:30:47 PM,90.94,19.52,,,
3499,05/11/23 02:30:48 PM,90.93,19.55,,,
3500,05/11/23 02:30:49 PM,91.08,19.56,,,
3501,05/11/23 02:30:50 PM,90.79,19.56,,,
3502,05/11/23 02:30:51 PM,90.79,19.56,,,
3503,05/11/23 02:30:52 PM,90.56,19.57,,,
3504,05/11/23 02:30:53 PM,90.56,19.58,,,
3505,05/11/23 02:30:54 PM,90.56,19.58,,,
3506,05/11/23 02:30:55 PM,90.56,19.60,,,
3507,05/11/23 02:30:56 PM,90.56,19.63,,,
3508,05/11/23 02:30:57 PM,90.63,19.66,,,
3509,05/11/23 02:30:58 PM,90.70,19.69,,,
3510,05/11/23 02:30:59 PM,90.70,19.70,,,
3511,05/11/23 02:31:00 PM,90.85,19.71,,,
3512,05/11/23 02:31:01 PM,90.84,19.76,,,
3513,05/11/23 02:31:02 PM,90.91,19.80,,,
3514,05/11/23 02:31:03 PM,90.83,19.83,,,
3515,05/11/23 02:31:04 PM,90.10,19.83,,,
3516,05/11/23 02:31:05 PM,90.10,19.83,,,
3517,05/11/23 02:31:06 PM,90.32,19.83,,,
3518,05/11/23 02:31:07 PM,90.32,19.83,,,
3519,05/11/23 02:31:08 PM,90.47,19.84,,,
3520,05/11/23 02:31:09 PM,89.95,19.81,,,
3521,05/11/23 02:31:10 PM,90.03,19.83,,,
3522,05/11/23 02:31:11 PM,90.03,19.84,,,
3523,05/11/23 02:31:12 PM,90.32,19.84,,,
3524,05/11/23 02:31:13 PM,90.39,19.84,,,
3525,05/11/23 02:31:14 PM,90.39,19.83,,,
3526,05/11/23 02:31:15 PM,90.39,19.84,,,
3527,05/11/23 02:31:16 PM,90.32,19.84,,,
3528,05/11/23 02:31:17 PM,90.32,19.84,,,
3529,05/11/23 02:31:18 PM,90.69,19.84,,,
3530,05/11/23 02:31:19 PM,90.83,19.85,,,
3531,05/11/23 02:31:20 PM,91.42,19.88,,,
3532,05/11/23 02:31:21 PM,77.63,19.90,,,
3533,05/11/23 02:31:22 PM,66.66,19.92,,,
3534,05/11/23 02:31:23 PM,66.08,19.96,,,
3535,05/11/23 02:31:24 PM,66.00,19.97,,,
3536,05/11/23 02:31:25 PM,63.37,20.01,,,
3537,05/11/23 02:31:26 PM,66.43,20.03,,,
3538,05/11/23 02:31:27 PM,65.56,20.02,,,
3539,05/11/23 02:31:28 PM,65.93,19.99,,,
3540,05/11/23 02:31:29 PM,65.85,19.99,,,
3541,05/11/23 02:31:30 PM,65.85,19.99,,,
3542,05/11/23 02:31:31 PM,66.00,20.01,,,
3543,05/11/23 02:31:32 PM,66.22,19.99,,,
3544,05/11/23 02:31:33 PM,66.07,19.99,,,
3545,05/11/23 02:31:34 PM,66.00,19.99,,,
3546,05/11/23 02:31:35 PM,66.22,19.99,,,
3547,05/11/23 02:31:36 PM,66.15,19.98,,,
3548,05/11/23 02:31:37 PM,66.22,19.98,,,
3549,05/11/23 02:31:38 PM,66.15,19.97,,,
3550,05/11/23 02:31:39 PM,66.15,19.97,,,
3551,05/11/23 02:31:40 PM,66.15,19.97,,,
3552,05/11/23 02:31:41 PM,66.22,19.97,,,
3553,05/11/23 02:31:42 PM,66.15,19.98,,,
3554,05/11/23 02:31:43 PM,66.15,19.97,,,
3555,05/11/23 02:31:44 PM,66.15,19.98,,,
3556,05/11/23 02:31:45 PM,66.44,19.98,,,
3557,05/11/23 02:31:46 PM,66.00,19.99,,,
3558,05/11/23 02:31:47 PM,66.00,19.99,,,
3559,05/11/23 02:31:48 PM,65.93,19.98,,,
3560,05/11/23 02:31:49 PM,65.86,19.97,,,
3561,05/11/23 02:31:50 PM,65.86,19.97,,,
3562,05/11/23 02:31:51 PM,64.76,19.97,,,
3563,05/11/23 02:31:52 PM,65.71,19.99,,,
3564,05/11/23 02:31:53 PM,65.49,19.99,,,
3565,05/11/23 02:31:54 PM,64.68,20.02,,,
3566,05/11/23 02:31:55 PM,65.63,20.03,,,
3567,05/11/23 02:31:56 PM,66.36,20.07,,,
3568,05/11/23 02:31:57 PM,66.65,20.08,,,
3569,05/11/23 02:31:58 PM,66.50,20.07,,,
3570,05/11/23 02:31:59 PM,66.58,20.07,,,
3571,05/11/23 02:32:00 PM,66.43,20.07,,,
3572,05/11/23 02:32:01 PM,66.43,20.07,,,
3573,05/11/23 02:32:02 PM,66.58,20.07,,,
3574,05/11/23 02:32:03 PM,66.65,20.08,,,
3575,05/11/23 02:32:04 PM,66.43,20.08,,,
3576,05/11/23 02:32:05 PM,66.43,20.10,,,
3577,05/11/23 02:32:06 PM,66.43,20.11,,,
3578,05/11/23 02:32:07 PM,66.43,20.12,,,
3579,05/11/23 02:32:08 PM,66.50,20.14,,,
3580,05/11/23 02:32:09 PM,66.57,20.15,,,
3581,05/11/23 02:32:10 PM,66.65,20.15,,,
3582,05/11/23 02:32:11 PM,66.50,20.15,,,
3583,05/11/23 02:32:12 PM,66.57,20.16,,,
3584,05/11/23 02:32:13 PM,66.57,20.16,,,
3585,05/11/23 02:32:14 PM,66.50,20.16,,,
3586,05/11/23 02:32:15 PM,66.57,20.17,,,
3587,05/11/23 02:32:16 PM,66.57,20.17,,,
3588,05/11/23 02:32:17 PM,66.42,20.19,,,
3589,05/11/23 02:32:18 PM,65.33,20.20,,,
3590,05/11/23 02:32:19 PM,65.55,20.19,,,
3591,05/11/23 02:32:20 PM,65.55,20.19,,,
3592,05/11/23 02:32:21 PM,65.62,20.19,,,
